6930
[6, 10, 10, 6, 10, 7, 10, 10, 11, 6]
[6, 6, 10, 7, 6, 10, 10, 10, 10, 11]
[6, 10, 10, 10, 10, 6, 7, 6, 11, 10]
[10, 10, 10, 10, 11, 6, 7, 6, 10, 6]
[6, 6, 10, 10, 6, 7, 11, 10, 10, 10]
[6, 6, 10, 6, 11, 7, 10, 10, 10, 10]
[10, 10, 10, 10, 10, 6, 7, 6, 11, 6]
[10, 7, 6, 6, 10, 10, 6, 11, 10, 10]
[10, 10, 10, 6, 10, 6, 7, 11, 10, 6]
[10, 10, 10, 6, 10, 11, 6, 10, 7, 6]
[10, 11, 6, 10, 6, 10, 10, 7, 10, 6]
[10, 10, 6, 7, 10, 10, 10, 11, 6, 6]
[10, 10, 11, 6, 10, 7, 6, 6, 10, 10]
[11, 10, 10, 7, 10, 10, 6, 6, 6, 10]
[10, 6, 7, 10, 10, 10, 11, 6, 10, 6]
[6, 10, 10, 6, 11, 10, 7, 6, 10, 10]
[10, 11, 10, 6, 10, 10, 7, 6, 10, 6]
[6, 10, 10, 6, 7, 6, 10, 10, 11, 10]
[10, 10, 10, 6, 10, 11, 7, 6, 6, 10]
