10800
[12, 12, 21, 17, 4, 0, 18, 6, 8, 24]
[4, 6, 8, 18, 0, 21, 17, 24, 12, 12]
[12, 0, 4, 18, 24, 6, 21, 8, 17, 12]
[12, 12, 18, 0, 17, 21, 24, 6, 8, 4]
[12, 8, 6, 21, 18, 24, 17, 12, 4, 0]
[6, 0, 4, 17, 12, 8, 21, 18, 12, 24]
[21, 6, 8, 12, 12, 24, 17, 18, 0, 4]
[0, 17, 12, 12, 21, 8, 6, 24, 4, 18]
[24, 8, 12, 12, 21, 18, 6, 0, 17, 4]
[12, 4, 6, 17, 12, 21, 8, 24, 18, 0]
[0, 4, 21, 17, 12, 12, 8, 24, 18, 6]
[12, 18, 21, 6, 0, 4, 12, 8, 17, 24]
[6, 4, 12, 8, 21, 17, 12, 18, 24, 0]
[8, 17, 24, 4, 12, 6, 18, 0, 12, 21]
[17, 21, 0, 8, 12, 6, 18, 4, 12, 24]
[21, 18, 0, 17, 4, 12, 8, 6, 24, 12]
[17, 0, 6, 12, 8, 4, 21, 12, 18, 24]
[12, 17, 21, 8, 24, 0, 12, 4, 18, 6]
[0, 12, 21, 24, 8, 6, 18, 17, 4, 12]
[8, 0, 17, 4, 6, 12, 18, 12, 21, 24]
[17, 18, 12, 4, 12, 21, 24, 0, 8, 6]
[6, 0, 12, 4, 8, 18, 12, 24, 21, 17]
[18, 24, 12, 12, 21, 4, 8, 17, 0, 6]
[4, 12, 18, 0, 6, 24, 12, 21, 8, 17]
[4, 6, 17, 24, 8, 0, 21, 18, 12, 12]
[8, 12, 21, 0, 17, 12, 18, 6, 4, 24]
[8, 12, 17, 4, 24, 6, 12, 0, 21, 18]
[17, 21, 12, 8, 4, 24, 12, 6, 0, 18]
[18, 4, 24, 8, 0, 6, 12, 12, 21, 17]
[18, 17, 12, 0, 6, 12, 4, 21, 24, 8]
[17, 21, 24, 8, 6, 18, 0, 12, 12, 4]
[18, 8, 6, 21, 0, 24, 4, 17, 12, 12]
[18, 12, 6, 4, 8, 21, 24, 17, 12, 0]
[17, 24, 12, 6, 21, 0, 4, 18, 12, 8]
[4, 21, 8, 17, 18, 12, 0, 24, 6, 12]
[17, 21, 0, 6, 24, 8, 4, 12, 12, 18]
[12, 18, 4, 17, 12, 6, 21, 0, 24, 8]
[24, 12, 4, 18, 12, 6, 0, 21, 17, 8]
[12, 24, 12, 21, 18, 4, 0, 17, 8, 6]
[0, 6, 12, 24, 17, 12, 4, 18, 8, 21]
[0, 4, 12, 12, 8, 18, 17, 21, 6, 24]
[4, 12, 12, 6, 8, 0, 18, 21, 17, 24]
[18, 6, 21, 0, 17, 12, 8, 24, 12, 4]
[18, 8, 4, 17, 24, 0, 12, 12, 6, 21]
[4, 8, 12, 21, 0, 17, 18, 24, 6, 12]
[12, 24, 18, 8, 21, 4, 6, 17, 0, 12]
[21, 6, 4, 18, 24, 0, 12, 12, 8, 17]
[24, 0, 6, 18, 4, 8, 12, 17, 21, 12]
[4, 17, 6, 12, 21, 24, 8, 18, 0, 12]
[24, 8, 18, 4, 12, 21, 6, 17, 12, 0]
[17, 21, 12, 18, 6, 4, 0, 24, 8, 12]
[8, 24, 12, 17, 12, 4, 21, 6, 18, 0]
[12, 18, 0, 6, 12, 17, 24, 8, 4, 21]
[4, 18, 21, 6, 0, 24, 17, 8, 12, 12]
[8, 17, 12, 12, 24, 0, 4, 6, 18, 21]
[21, 12, 8, 17, 6, 24, 12, 18, 4, 0]
[18, 8, 12, 17, 0, 12, 6, 4, 24, 21]
[6, 17, 8, 21, 4, 12, 0, 24, 12, 18]
[12, 4, 12, 21, 18, 8, 17, 24, 6, 0]
[4, 21, 12, 6, 17, 12, 18, 8, 24, 0]
[17, 4, 12, 6, 24, 18, 12, 8, 0, 21]
[18, 0, 12, 21, 12, 4, 8, 17, 6, 24]
[24, 21, 4, 18, 12, 17, 12, 8, 6, 0]
